ministro,ano,mes,dia,distribuido,redistribuido,total
"MIN. CÁRMEN LÚCIA",2009,2,18,"21","1","22"
"MIN. MENEZES DIREITO",2009,2,18,"22","0","22"
"TOTAL",2009,2,18,"227","1","228"
"MIN. CELSO DE MELLO",2009,2,19,"19","0","19"
"MIN. MARCO AURÉLIO",2009,2,19,"21","0","21"
"MIN. ELLEN GRACIE",2009,2,19,"19","0","19"
"MIN. CEZAR PELUSO",2009,2,19,"18","0","18"
"MIN. CARLOS BRITTO",2009,2,19,"18","0","18"
"MIN. JOAQUIM BARBOSA",2009,2,19,"20","0","20"
"MIN. EROS GRAU",2009,2,19,"25","0","25"
"MIN. RICARDO LEWANDOWSKI",2009,2,19,"20","0","20"
"MIN. CÁRMEN LÚCIA",2009,2,19,"18","0","18"
"MIN. MENEZES DIREITO",2009,2,19,"23","0","23"
"TOTAL",2009,2,19,"201","0","201"
"MIN. CELSO DE MELLO",2009,5,21,"28","0","28"
"MIN. MARCO AURÉLIO",2009,5,21,"21","0","21"
"MIN. ELLEN GRACIE",2009,5,21,"19","0","19"
"MIN. CEZAR PELUSO",2009,5,21,"19","0","19"
"MIN. CARLOS BRITTO",2009,5,21,"23","0","23"
"MIN. JOAQUIM BARBOSA",2009,5,21,"27","0","27"
"MIN. EROS GRAU",2009,5,21,"23","0","23"
"MIN. RICARDO LEWANDOWSKI",2009,5,21,"29","0","29"
"MIN. CÁRMEN LÚCIA",2009,5,21,"29","0","29"
"MIN. MENEZES DIREITO",2009,5,21,"11","0","11"
"TOTAL",2009,5,21,"229","0","229"
"MIN. CELSO DE MELLO",2009,5,22,"27","0","27"
"MIN. MARCO AURÉLIO",2009,5,22,"31","0","31"
"MIN. ELLEN GRACIE",2009,5,22,"26","0","26"
"MIN. CEZAR PELUSO",2009,5,22,"21","0","21"
"MIN. CARLOS BRITTO",2009,5,22,"23","0","23"
"MIN. JOAQUIM BARBOSA",2009,5,22,"25","0","25"
"MIN. EROS GRAU",2009,5,22,"30","0","30"
"MIN. RICARDO LEWANDOWSKI",2009,5,22,"24","0","24"
"MIN. CÁRMEN LÚCIA",2009,5,22,"21","0","21"
"MIN. MENEZES DIREITO",2009,5,22,"0","0","0"
"TOTAL",2009,5,22,"228","0","228"
"MIN. SEPÚLVEDA PERTENCE",2007,7,23,"36","0","36"
"MIN. CELSO DE MELLO",2007,7,23,"36","0","36"
"MIN. MARCO AURÉLIO",2007,7,23,"27","0","27"
"MIN. GILMAR MENDES",2007,7,23,"48","0","48"
"MIN. CEZAR PELUSO",2007,7,23,"65","0","65"
"MIN. CARLOS BRITTO",2007,7,23,"35","0","35"
"MIN. JOAQUIM BARBOSA",2007,7,23,"23","0","23"
"MIN. EROS GRAU",2007,7,23,"42","0","42"
"MIN. RICARDO LEWANDOWSKI",2007,7,23,"24","0","24"
"MIN. CÁRMEN LÚCIA",2007,7,23,"35","0","35"
"TOTAL",2007,7,23,"371","0","371"
"MIN. CELSO DE MELLO",2007,10,26,"38","1","39"
"MIN. MARCO AURÉLIO",2007,10,26,"14","0","14"
"MIN. GILMAR MENDES",2007,10,26,"31","1","32"
"MIN. CEZAR PELUSO",2007,10,26,"44","0","44"
"MIN. CARLOS BRITTO",2007,10,26,"83","0","83"
"MIN. JOAQUIM BARBOSA",2007,10,26,"30","0","30"
"MIN. EROS GRAU",2007,10,26,"25","0","25"
"MIN. RICARDO LEWANDOWSKI",2007,10,26,"80","1","81"
"MIN. CÁRMEN LÚCIA",2007,10,26,"89","3","92"
"MIN. MENEZES DIREITO",2007,10,26,"31","1","32"
"TOTAL",2007,10,26,"465","7","472"
"MIN. CELSO DE MELLO",2008,4,29,"34","0","34"
"MIN. MARCO AURÉLIO",2008,4,29,"10","0","10"
"MIN. ELLEN GRACIE",2008,4,29,"55","0","55"
"MIN. CEZAR PELUSO",2008,4,29,"57","0","57"
"MIN. CARLOS BRITTO",2008,4,29,"17","1","18"
"MIN. JOAQUIM BARBOSA",2008,4,29,"30","0","30"
"MIN. EROS GRAU",2008,4,29,"16","0","16"
"MIN. RICARDO LEWANDOWSKI",2008,4,29,"29","0","29"
"MIN. CÁRMEN LÚCIA",2008,4,29,"32","0","32"
"MIN. MENEZES DIREITO",2008,4,29,"30","0","30"
"TOTAL",2008,4,29,"310","1","311"
"MIN. CELSO DE MELLO",2008,4,30,"48","0","48"
"MIN. MARCO AURÉLIO",2008,4,30,"6","0","6"
"MIN. ELLEN GRACIE",2008,4,30,"47","0","47"
"MIN. CEZAR PELUSO",2008,4,30,"36","0","36"
"MIN. CARLOS BRITTO",2008,4,30,"41","0","41"
"MIN. JOAQUIM BARBOSA",2008,4,30,"35","0","35"
"MIN. EROS GRAU",2008,4,30,"17","0","17"
"MIN. RICARDO LEWANDOWSKI",2008,4,30,"31","0","31"
"MIN. CÁRMEN LÚCIA",2008,4,30,"35","0","35"
"MIN. MENEZES DIREITO",2008,4,30,"38","0","38"
"TOTAL",2008,4,30,"334","0","334"
"MIN. CELSO DE MELLO",2008,8,14,"17","0","17"
"MIN. MARCO AURÉLIO",2008,8,14,"14","0","14"
"MIN. ELLEN GRACIE",2008,8,14,"17","0","17"
"MIN. CEZAR PELUSO",2008,8,14,"20","1","21"
"MIN. CARLOS BRITTO",2008,8,14,"9","0","9"
"MIN. JOAQUIM BARBOSA",2008,8,14,"21","0","21"
"MIN. EROS GRAU",2008,8,14,"15","0","15"
"MIN. RICARDO LEWANDOWSKI",2008,8,14,"16","0","16"
"MIN. CÁRMEN LÚCIA",2008,8,14,"16","0","16"
"MIN. MENEZES DIREITO",2008,8,14,"14","0","14"
"TOTAL",2008,8,14,"159","1","160"
"MIN. CELSO DE MELLO",2008,8,15,"18","0","18"
"MIN. MARCO AURÉLIO",2008,8,15,"15","0","15"
"MIN. ELLEN GRACIE",2008,8,15,"14","0","14"
"MIN. CEZAR PELUSO",2008,8,15,"25","0","25"
"MIN. CARLOS BRITTO",2008,8,15,"15","0","15"
"MIN. JOAQUIM BARBOSA",2008,8,15,"17","0","17"
"MIN. EROS GRAU",2008,8,15,"24","0","24"
"MIN. RICARDO LEWANDOWSKI",2008,8,15,"18","0","18"
"MIN. CÁRMEN LÚCIA",2008,8,15,"16","0","16"
"MIN. MENEZES DIREITO",2008,8,15,"14","0","14"
"TOTAL",2008,8,15,"176","0","176"
"MIN. SEPÚLVEDA PERTENCE",2007,4,16,"33","0","33"
"MIN. CELSO DE MELLO",2007,4,16,"45","0","45"
"MIN. MARCO AURÉLIO",2007,4,16,"46","0","46"
"MIN. GILMAR MENDES",2007,4,16,"49","0","49"
"MIN. CEZAR PELUSO",2007,4,16,"59","0","59"
"MIN. CARLOS BRITTO",2007,4,16,"22","0","22"
"MIN. JOAQUIM BARBOSA",2007,4,16,"46","0","46"
"MIN. EROS GRAU",2007,4,16,"45","0","45"
"MIN. RICARDO LEWANDOWSKI",2007,4,16,"47","0","47"
"MIN. CÁRMEN LÚCIA",2007,4,16,"48","0","48"
"TOTAL",2007,4,16,"440","0","440"
"MIN. SEPÚLVEDA PERTENCE",2007,4,17,"45","0","45"
"MIN. CELSO DE MELLO",2007,4,17,"45","0","45"
"MIN. MARCO AURÉLIO",2007,4,17,"44","0","44"
"MIN. GILMAR MENDES",2007,4,17,"44","0","44"
"MIN. CEZAR PELUSO",2007,4,17,"36","0","36"
"MIN. CARLOS BRITTO",2007,4,17,"36","0","36"
"MIN. JOAQUIM BARBOSA",2007,4,17,"42","0","42"
"MIN. EROS GRAU",2007,4,17,"44","0","44"
"MIN. RICARDO LEWANDOWSKI",2007,4,17,"34","0","34"
"MIN. CÁRMEN LÚCIA",2007,4,17,"44","0","44"
"TOTAL",2007,4,17,"414","0","414"
"MIN. SEPÚLVEDA PERTENCE",2007,4,18,"41","0","41"
"MIN. CELSO DE MELLO",2007,4,18,"53","0","53"
"MIN. MARCO AURÉLIO",2007,4,18,"53","0","53"
"MIN. GILMAR MENDES",2007,4,18,"35","0","35"
"MIN. CEZAR PELUSO",2007,4,18,"48","1","49"
"MIN. CARLOS BRITTO",2007,4,18,"42","0","42"
"MIN. JOAQUIM BARBOSA",2007,4,18,"43","1","44"
"MIN. EROS GRAU",2007,4,18,"49","2","51"
"MIN. RICARDO LEWANDOWSKI",2007,4,18,"52","0","52"
"MIN. CÁRMEN LÚCIA",2007,4,18,"52","0","52"
"TOTAL",2007,4,18,"468","4","472"
"MIN. SEPÚLVEDA PERTENCE",2007,4,19,"51","0","51"
"MIN. CELSO DE MELLO",2007,4,19,"36","0","36"
"MIN. MARCO AURÉLIO",2007,4,19,"51","0","51"
"MIN. GILMAR MENDES",2007,4,19,"56","0","56"
"MIN. CEZAR PELUSO",2007,4,19,"50","0","50"
"MIN. CARLOS BRITTO",2007,4,19,"52","0","52"
"MIN. JOAQUIM BARBOSA",2007,4,19,"52","0","52"
"MIN. EROS GRAU",2007,4,19,"52","0","52"
"MIN. RICARDO LEWANDOWSKI",2007,4,19,"50","0","50"
"MIN. CÁRMEN LÚCIA",2007,4,19,"53","0","53"
"TOTAL",2007,4,19,"503","0","503"
"MIN. SEPÚLVEDA PERTENCE",2007,4,20,"54","1","55"
"MIN. CELSO DE MELLO",2007,4,20,"53","0","53"
"MIN. MARCO AURÉLIO",2007,4,20,"52","0","52"
"MIN. GILMAR MENDES",2007,4,20,"53","0","53"
"MIN. CEZAR PELUSO",2007,4,20,"49","0","49"
"MIN. CARLOS BRITTO",2007,4,20,"52","0","52"
"MIN. JOAQUIM BARBOSA",2007,4,20,"55","0","55"
"MIN. EROS GRAU",2007,4,20,"53","0","53"
"MIN. RICARDO LEWANDOWSKI",2007,4,20,"54","0","54"
"MIN. CÁRMEN LÚCIA",2007,4,20,"52","0","52"
"TOTAL",2007,4,20,"527","1","528"
"MIN. CELSO DE MELLO",2010,3,1,"12","0","12"
"MIN. MARCO AURÉLIO",2010,3,1,"11","0","11"
"MIN. ELLEN GRACIE",2010,3,1,"12","0","12"
"MIN. CEZAR PELUSO",2010,3,1,"13","0","13"
"MIN. AYRES BRITTO",2010,3,1,"8","0","8"
"MIN. JOAQUIM BARBOSA",2010,3,1,"11","0","11"
"MIN. EROS GRAU",2010,3,1,"12","0","12"
"MIN. RICARDO LEWANDOWSKI",2010,3,1,"14","0","14"
"MIN. CÁRMEN LÚCIA",2010,3,1,"16","0","16"
"MIN. DIAS TOFFOLI",2010,3,1,"16","0","16"
"TOTAL",2010,3,1,"125","0","125"
"MIN. CELSO DE MELLO",2010,3,2,"16","0","16"
"MIN. MARCO AURÉLIO",2010,3,2,"17","0","17"
"MIN. ELLEN GRACIE",2010,3,2,"13","0","13"
"MIN. CEZAR PELUSO",2010,3,2,"12","0","12"
"MIN. AYRES BRITTO",2010,3,2,"16","1","17"
"MIN. JOAQUIM BARBOSA",2010,3,2,"14","0","14"
"MIN. EROS GRAU",2010,3,2,"16","0","16"
"MIN. RICARDO LEWANDOWSKI",2010,3,2,"14","0","14"
"MIN. CÁRMEN LÚCIA",2010,3,2,"16","0","16"
"MIN. DIAS TOFFOLI",2010,3,2,"15","0","15"
"TOTAL",2010,3,2,"149","1","150"
"MIN. CELSO DE MELLO",2010,3,3,"11","0","11"
"MIN. MARCO AURÉLIO",2010,3,3,"13","0","13"
"MIN. ELLEN GRACIE",2010,3,3,"9","0","9"
"MIN. CEZAR PELUSO",2010,3,3,"7","0","7"
"MIN. AYRES BRITTO",2010,3,3,"9","0","9"
"MIN. JOAQUIM BARBOSA",2010,3,3,"8","0","8"
"MIN. EROS GRAU",2010,3,3,"11","0","11"
"MIN. RICARDO LEWANDOWSKI",2010,3,3,"8","0","8"
"MIN. CÁRMEN LÚCIA",2010,3,3,"11","0","11"
"MIN. DIAS TOFFOLI",2010,3,3,"12","0","12"
"TOTAL",2010,3,3,"99","0","99"
"MIN. CELSO DE MELLO",2010,3,4,"10","0","10"
"MIN. MARCO AURÉLIO",2010,3,4,"12","0","12"
"MIN. ELLEN GRACIE",2010,3,4,"17","0","17"
"MIN. CEZAR PELUSO",2010,3,4,"12","0","12"
"MIN. AYRES BRITTO",2010,3,4,"9","0","9"
"MIN. JOAQUIM BARBOSA",2010,3,4,"15","0","15"
"MIN. EROS GRAU",2010,3,4,"10","0","10"
"MIN. RICARDO LEWANDOWSKI",2010,3,4,"15","0","15"
"MIN. CÁRMEN LÚCIA",2010,3,4,"13","0","13"
"MIN. DIAS TOFFOLI",2010,3,4,"15","0","15"
"TOTAL",2010,3,4,"128","0","128"
"MIN. CELSO DE MELLO",2010,3,5,"15","0","15"
"MIN. MARCO AURÉLIO",2010,3,5,"12","0","12"
"MIN. ELLEN GRACIE",2010,3,5,"13","0","13"
"MIN. CEZAR PELUSO",2010,3,5,"17","0","17"
"MIN. AYRES BRITTO",2010,3,5,"19","1","20"
"MIN. JOAQUIM BARBOSA",2010,3,5,"20","0","20"
"MIN. EROS GRAU",2010,3,5,"13","0","13"
"MIN. RICARDO LEWANDOWSKI",2010,3,5,"10","0","10"
"MIN. CÁRMEN LÚCIA",2010,3,5,"15","0","15"
"MIN. DIAS TOFFOLI",2010,3,5,"19","1","20"
"TOTAL",2010,3,5,"153","2","155"
"MIN. CELSO DE MELLO",2010,3,8,"6","0","6"
"MIN. MARCO AURÉLIO",2010,3,8,"9","1","10"
"MIN. ELLEN GRACIE",2010,3,8,"4","0","4"
"MIN. CEZAR PELUSO",2010,3,8,"8","0","8"
"MIN. AYRES BRITTO",2010,3,8,"11","0","11"
"MIN. JOAQUIM BARBOSA",2010,3,8,"4","1","5"
"MIN. EROS GRAU",2010,3,8,"6","0","6"
"MIN. RICARDO LEWANDOWSKI",2010,3,8,"5","0","5"
"MIN. CÁRMEN LÚCIA",2010,3,8,"9","0","9"
"MIN. DIAS TOFFOLI",2010,3,8,"10","0","10"
"TOTAL",2010,3,8,"72","2","74"
"MIN. CELSO DE MELLO",2010,3,9,"0","0","0"
"MIN. MARCO AURÉLIO",2010,3,9,"0","0","0"
"MIN. ELLEN GRACIE",2010,3,9,"0","0","0"
"MIN. CEZAR PELUSO",2010,3,9,"1","0","1"
"MIN. AYRES BRITTO",2010,3,9,"0","0","0"
"MIN. JOAQUIM BARBOSA",2010,3,9,"0","0","0"
"MIN. EROS GRAU",2010,3,9,"0","0","0"
"MIN. RICARDO LEWANDOWSKI",2010,3,9,"0","0","0"
"MIN. CÁRMEN LÚCIA",2010,3,9,"0","0","0"
"MIN. DIAS TOFFOLI",2010,3,9,"0","0","0"
"TOTAL",2010,3,9,"1","0","1"
"MIN. CELSO DE MELLO",2010,3,10,"14","0","14"
"MIN. MARCO AURÉLIO",2010,3,10,"17","0","17"
"MIN. ELLEN GRACIE",2010,3,10,"16","0","16"
"MIN. CEZAR PELUSO",2010,3,10,"10","0","10"
"MIN. AYRES BRITTO",2010,3,10,"15","0","15"
"MIN. JOAQUIM BARBOSA",2010,3,10,"13","0","13"
"MIN. EROS GRAU",2010,3,10,"11","0","11"
"MIN. RICARDO LEWANDOWSKI",2010,3,10,"11","0","11"
"MIN. CÁRMEN LÚCIA",2010,3,10,"12","0","12"
"MIN. DIAS TOFFOLI",2010,3,10,"17","0","17"
"TOTAL",2010,3,10,"136","0","136"
"MIN. CELSO DE MELLO",2009,2,20,"24","0","24"
"MIN. MARCO AURÉLIO",2009,2,20,"22","0","22"
"MIN. ELLEN GRACIE",2009,2,20,"19","0","19"
"MIN. CEZAR PELUSO",2009,2,20,"22","0","22"
"MIN. CARLOS BRITTO",2009,2,20,"27","1","28"
"MIN. JOAQUIM BARBOSA",2009,2,20,"20","0","20"
"MIN. EROS GRAU",2009,2,20,"23","0","23"
"MIN. RICARDO LEWANDOWSKI",2009,2,20,"19","0","19"
"MIN. CÁRMEN LÚCIA",2009,2,20,"24","1","25"
"MIN. MENEZES DIREITO",2009,2,20,"20","0","20"
"TOTAL",2009,2,20,"220","2","222"
"MIN. CELSO DE MELLO",2009,8,24,"10","1","11"
"MIN. MARCO AURÉLIO",2009,8,24,"12","0","12"
"MIN. ELLEN GRACIE",2009,8,24,"11","0","11"
"MIN. CEZAR PELUSO",2009,8,24,"14","0","14"
"MIN. CARLOS BRITTO",2009,8,24,"10","0","10"
"MIN. JOAQUIM BARBOSA",2009,8,24,"11","0","11"
"MIN. EROS GRAU",2009,8,24,"10","0","10"
"MIN. RICARDO LEWANDOWSKI",2009,8,24,"13","0","13"
"MIN. CÁRMEN LÚCIA",2009,8,24,"15","0","15"
"MIN. MENEZES DIREITO",2009,8,24,"0","0","0"
"TOTAL",2009,8,24,"106","1","107"
"MIN. CELSO DE MELLO",2010,3,11,"15","0","15"
"MIN. MARCO AURÉLIO",2010,3,11,"15","0","15"
"MIN. ELLEN GRACIE",2010,3,11,"13","2","15"
"MIN. CEZAR PELUSO",2010,3,11,"11","0","11"
"MIN. AYRES BRITTO",2010,3,11,"7","0","7"
"MIN. JOAQUIM BARBOSA",2010,3,11,"14","0","14"
"MIN. EROS GRAU",2010,3,11,"19","0","19"
"MIN. RICARDO LEWANDOWSKI",2010,3,11,"19","0","19"
"MIN. CÁRMEN LÚCIA",2010,3,11,"12","0","12"
"MIN. DIAS TOFFOLI",2010,3,11,"15","0","15"
"TOTAL",2010,3,11,"140","2","142"
"MIN. CELSO DE MELLO",2010,3,12,"12","0","12"
"MIN. MARCO AURÉLIO",2010,3,12,"7","0","7"
"MIN. ELLEN GRACIE",2010,3,12,"7","0","7"
"MIN. CEZAR PELUSO",2010,3,12,"5","0","5"
"MIN. AYRES BRITTO",2010,3,12,"4","0","4"
"MIN. JOAQUIM BARBOSA",2010,3,12,"11","1","12"
"MIN. EROS GRAU",2010,3,12,"7","0","7"
"MIN. RICARDO LEWANDOWSKI",2010,3,12,"11","0","11"
"MIN. CÁRMEN LÚCIA",2010,3,12,"12","1","13"
"MIN. DIAS TOFFOLI",2010,3,12,"12","0","12"
"TOTAL",2010,3,12,"88","2","90"
"MIN. SEPÚLVEDA PERTENCE",2007,7,24,"34","0","34"
"MIN. CELSO DE MELLO",2007,7,24,"34","0","34"
"MIN. MARCO AURÉLIO",2007,7,24,"44","0","44"
"MIN. GILMAR MENDES",2007,7,24,"62","0","62"
"MIN. CEZAR PELUSO",2007,7,24,"66","0","66"
"MIN. CARLOS BRITTO",2007,7,24,"36","0","36"
"MIN. JOAQUIM BARBOSA",2007,7,24,"40","0","40"
"MIN. EROS GRAU",2007,7,24,"38","0","38"
"MIN. RICARDO LEWANDOWSKI",2007,7,24,"33","0","33"
"MIN. CÁRMEN LÚCIA",2007,7,24,"48","0","48"
"TOTAL",2007,7,24,"435","0","435"
"MIN. CELSO DE MELLO",2009,11,26,"13","0","13"
"MIN. MARCO AURÉLIO",2009,11,26,"11","0","11"
"MIN. ELLEN GRACIE",2009,11,26,"16","0","16"
"MIN. CEZAR PELUSO",2009,11,26,"9","0","9"
"MIN. CARLOS BRITTO",2009,11,26,"7","0","7"
"MIN. JOAQUIM BARBOSA",2009,11,26,"12","0","12"
"MIN. EROS GRAU",2009,11,26,"11","0","11"
"MIN. RICARDO LEWANDOWSKI",2009,11,26,"11","0","11"
"MIN. CÁRMEN LÚCIA",2009,11,26,"10","0","10"
"MIN. DIAS TOFFOLI",2009,11,26,"25","0","25"
"TOTAL",2009,11,26,"125","0","125"
"MIN. CELSO DE MELLO",2009,5,25,"29","0","29"
"MIN. MARCO AURÉLIO",2009,5,25,"29","0","29"
"MIN. ELLEN GRACIE",2009,5,25,"19","0","19"
"MIN. CEZAR PELUSO",2009,5,25,"26","0","26"
"MIN. CARLOS BRITTO",2009,5,25,"26","0","26"
"MIN. JOAQUIM BARBOSA",2009,5,25,"29","0","29"
"MIN. EROS GRAU",2009,5,25,"28","0","28"
"MIN. RICARDO LEWANDOWSKI",2009,5,25,"30","0","30"
"MIN. CÁRMEN LÚCIA",2009,5,25,"29","0","29"
"MIN. MENEZES DIREITO",2009,5,25,"0","0","0"
"TOTAL",2009,5,25,"245","0","245"
"MIN. CELSO DE MELLO",2009,5,26,"36","1","37"
"MIN. MARCO AURÉLIO",2009,5,26,"39","0","39"
"MIN. ELLEN GRACIE",2009,5,26,"38","0","38"
"MIN. CEZAR PELUSO",2009,5,26,"38","0","38"
"MIN. CARLOS BRITTO",2009,5,26,"35","0","35"
"MIN. JOAQUIM BARBOSA",2009,5,26,"34","0","34"
"MIN. EROS GRAU",2009,5,26,"35","1","36"
"MIN. RICARDO LEWANDOWSKI",2009,5,26,"34","0","34"
"MIN. CÁRMEN LÚCIA",2009,5,26,"41","1","42"
"MIN. MENEZES DIREITO",2009,5,26,"0","0","0"
"TOTAL",2009,5,26,"330","3","333"
"MIN. CELSO DE MELLO",2009,8,25,"13","0","13"
"MIN. MARCO AURÉLIO",2009,8,25,"13","1","14"
"MIN. ELLEN GRACIE",2009,8,25,"9","0","9"
"MIN. CEZAR PELUSO",2009,8,25,"10","0","10"
"MIN. CARLOS BRITTO",2009,8,25,"21","2","23"
"MIN. JOAQUIM BARBOSA",2009,8,25,"11","0","11"
"MIN. EROS GRAU",2009,8,25,"12","1","13"
"MIN. RICARDO LEWANDOWSKI",2009,8,25,"13","0","13"
"MIN. CÁRMEN LÚCIA",2009,8,25,"11","1","12"
"MIN. MENEZES DIREITO",2009,8,25,"0","0","0"
"TOTAL",2009,8,25,"113","5","118"
"MIN. CELSO DE MELLO",2009,8,26,"12","0","12"
"MIN. MARCO AURÉLIO",2009,8,26,"13","0","13"
"MIN. ELLEN GRACIE",2009,8,26,"11","0","11"
"MIN. CEZAR PELUSO",2009,8,26,"12","1","13"
"MIN. CARLOS BRITTO",2009,8,26,"15","0","15"
"MIN. JOAQUIM BARBOSA",2009,8,26,"9","1","10"
"MIN. EROS GRAU",2009,8,26,"10","0","10"
"MIN. RICARDO LEWANDOWSKI",2009,8,26,"15","0","15"
"MIN. CÁRMEN LÚCIA",2009,8,26,"13","0","13"
"MIN. MENEZES DIREITO",2009,8,26,"0","0","0"
"TOTAL",2009,8,26,"110","2","112"
"MIN. CELSO DE MELLO",2010,6,4,"8","0","8"
"MIN. MARCO AURÉLIO",2010,6,4,"12","0","12"
"MIN. ELLEN GRACIE",2010,6,4,"11","1","12"
"MIN. GILMAR MENDES",2010,6,4,"9","1","10"
"MIN. AYRES BRITTO",2010,6,4,"8","1","9"
"MIN. JOAQUIM BARBOSA",2010,6,4,"0","0","0"
"MIN. EROS GRAU",2010,6,4,"10","0","10"
"MIN. RICARDO LEWANDOWSKI",2010,6,4,"11","1","12"
"MIN. CÁRMEN LÚCIA",2010,6,4,"7","0","7"
"MIN. DIAS TOFFOLI",2010,6,4,"9","0","9"
"TOTAL",2010,6,4,"85","4","89"
"MIN. CELSO DE MELLO",2009,11,27,"7","0","7"
"MIN. MARCO AURÉLIO",2009,11,27,"8","1","9"
"MIN. ELLEN GRACIE",2009,11,27,"4","1","5"
"MIN. CEZAR PELUSO",2009,11,27,"13","0","13"
"MIN. CARLOS BRITTO",2009,11,27,"27","1","28"
"MIN. JOAQUIM BARBOSA",2009,11,27,"6","0","6"
"MIN. EROS GRAU",2009,11,27,"4","1","5"
"MIN. RICARDO LEWANDOWSKI",2009,11,27,"7","0","7"
"MIN. CÁRMEN LÚCIA",2009,11,27,"12","2","14"
"MIN. DIAS TOFFOLI",2009,11,27,"18","0","18"
"TOTAL",2009,11,27,"106","6","112"
"MIN. CELSO DE MELLO",2008,1,30,"28","0","28"
"MIN. MARCO AURÉLIO",2008,1,30,"7","0","7"
"MIN. GILMAR MENDES",2008,1,30,"25","1","26"
"MIN. CEZAR PELUSO",2008,1,30,"23","0","23"
"MIN. CARLOS BRITTO",2008,1,30,"22","0","22"
"MIN. JOAQUIM BARBOSA",2008,1,30,"18","0","18"
"MIN. EROS GRAU",2008,1,30,"19","0","19"
"MIN. RICARDO LEWANDOWSKI",2008,1,30,"41","0","41"
"MIN. CÁRMEN LÚCIA",2008,1,30,"49","0","49"
"MIN. MENEZES DIREITO",2008,1,30,"11","0","11"
"TOTAL",2008,1,30,"243","1","244"
"MIN. CELSO DE MELLO",2010,9,8,"26","0","26"
"MIN. MARCO AURÉLIO",2010,9,8,"25","0","25"
"MIN. ELLEN GRACIE",2010,9,8,"33","0","33"
"MIN. GILMAR MENDES",2010,9,8,"19","0","19"
"MIN. AYRES BRITTO",2010,9,8,"28","0","28"
"MIN. JOAQUIM BARBOSA",2010,9,8,"32","0","32"
"MIN. RICARDO LEWANDOWSKI",2010,9,8,"22","0","22"
"MIN. CÁRMEN LÚCIA",2010,9,8,"23","0","23"
"MIN. DIAS TOFFOLI",2010,9,8,"27","1","28"
"TOTAL",2010,9,8,"235","1","236"
"MIN. CELSO DE MELLO",2008,5,2,"31","0","31"
"MIN. MARCO AURÉLIO",2008,5,2,"6","0","6"
"MIN. ELLEN GRACIE",2008,5,2,"37","0","37"
"MIN. CEZAR PELUSO",2008,5,2,"40","0","40"
"MIN. CARLOS BRITTO",2008,5,2,"14","0","14"
"MIN. JOAQUIM BARBOSA",2008,5,2,"32","0","32"
"MIN. EROS GRAU",2008,5,2,"20","0","20"
"MIN. RICARDO LEWANDOWSKI",2008,5,2,"31","0","31"
"MIN. CÁRMEN LÚCIA",2008,5,2,"32","0","32"
"MIN. MENEZES DIREITO",2008,5,2,"31","0","31"
"TOTAL",2008,5,2,"274","0","274"
"MIN. CELSO DE MELLO",2009,5,27,"33","0","33"
"MIN. MARCO AURÉLIO",2009,5,27,"29","0","29"
"MIN. ELLEN GRACIE",2009,5,27,"29","0","29"
"MIN. CEZAR PELUSO",2009,5,27,"23","0","23"
"MIN. CARLOS BRITTO",2009,5,27,"26","0","26"
"MIN. JOAQUIM BARBOSA",2009,5,27,"31","0","31"
"MIN. EROS GRAU",2009,5,27,"31","0","31"
"MIN. RICARDO LEWANDOWSKI",2009,5,27,"30","0","30"
"MIN. CÁRMEN LÚCIA",2009,5,27,"28","0","28"
"MIN. MENEZES DIREITO",2009,5,27,"0","0","0"
"TOTAL",2009,5,27,"260","0","260"
"MIN. CELSO DE MELLO",2009,5,28,"38","0","38"
"MIN. MARCO AURÉLIO",2009,5,28,"34","0","34"
"MIN. ELLEN GRACIE",2009,5,28,"25","0","25"
"MIN. CEZAR PELUSO",2009,5,28,"30","0","30"
"MIN. CARLOS BRITTO",2009,5,28,"28","0","28"
"MIN. JOAQUIM BARBOSA",2009,5,28,"36","1","37"
"MIN. EROS GRAU",2009,5,28,"38","0","38"
"MIN. RICARDO LEWANDOWSKI",2009,5,28,"36","0","36"
"MIN. CÁRMEN LÚCIA",2009,5,28,"33","0","33"
"MIN. MENEZES DIREITO",2009,5,28,"0","0","0"
"TOTAL",2009,5,28,"298","1","299"
"MIN. CELSO DE MELLO",2009,8,27,"13","0","13"
"MIN. MARCO AURÉLIO",2009,8,27,"15","0","15"
"MIN. ELLEN GRACIE",2009,8,27,"15","0","15"
"MIN. CEZAR PELUSO",2009,8,27,"12","0","12"
"MIN. CARLOS BRITTO",2009,8,27,"19","0","19"
"MIN. JOAQUIM BARBOSA",2009,8,27,"14","1","15"
"MIN. EROS GRAU",2009,8,27,"14","2","16"
"MIN. RICARDO LEWANDOWSKI",2009,8,27,"18","0","18"
"MIN. CÁRMEN LÚCIA",2009,8,27,"13","0","13"
"MIN. MENEZES DIREITO",2009,8,27,"0","0","0"
"TOTAL",2009,8,27,"133","3","136"
"MIN. CELSO DE MELLO",2009,8,28,"20","1","21"
"MIN. MARCO AURÉLIO",2009,8,28,"21","0","21"
"MIN. ELLEN GRACIE",2009,8,28,"21","0","21"
"MIN. CEZAR PELUSO",2009,8,28,"18","0","18"
"MIN. CARLOS BRITTO",2009,8,28,"21","0","21"
"MIN. JOAQUIM BARBOSA",2009,8,28,"15","2","17"
"MIN. EROS GRAU",2009,8,28,"19","0","19"
