ministro,ano,mes,dia,distribuido,redistribuido,total
"TOTAL",2009,1,19,"75","1","76"
"MIN. CELSO DE MELLO",2009,1,20,"8","0","8"
"MIN. MARCO AURÉLIO",2009,1,20,"12","0","12"
"MIN. ELLEN GRACIE",2009,1,20,"6","0","6"
"MIN. CEZAR PELUSO",2009,1,20,"7","1","8"
"MIN. CARLOS BRITTO",2009,1,20,"6","0","6"
"MIN. JOAQUIM BARBOSA",2009,1,20,"10","0","10"
"MIN. EROS GRAU",2009,1,20,"11","0","11"
"MIN. RICARDO LEWANDOWSKI",2009,1,20,"10","0","10"
"MIN. CÁRMEN LÚCIA",2009,1,20,"11","0","11"
"MIN. MENEZES DIREITO",2009,1,20,"13","0","13"
"TOTAL",2009,1,20,"94","1","95"
"MIN. CELSO DE MELLO",2009,5,18,"20","0","20"
"MIN. MARCO AURÉLIO",2009,5,18,"19","0","19"
"MIN. ELLEN GRACIE",2009,5,18,"14","0","14"
"MIN. CEZAR PELUSO",2009,5,18,"1","0","1"
"MIN. CARLOS BRITTO",2009,5,18,"18","0","18"
"MIN. JOAQUIM BARBOSA",2009,5,18,"18","0","18"
"MIN. EROS GRAU",2009,5,18,"20","0","20"
"MIN. RICARDO LEWANDOWSKI",2009,5,18,"25","0","25"
"MIN. CÁRMEN LÚCIA",2009,5,18,"24","0","24"
"MIN. MENEZES DIREITO",2009,5,18,"21","0","21"
"TOTAL",2009,5,18,"180","0","180"
"MIN. CELSO DE MELLO",2009,5,19,"24","0","24"
"MIN. MARCO AURÉLIO",2009,5,19,"25","0","25"
"MIN. ELLEN GRACIE",2009,5,19,"25","0","25"
"MIN. CEZAR PELUSO",2009,5,19,"3","0","3"
"MIN. CARLOS BRITTO",2009,5,19,"23","0","23"
"MIN. JOAQUIM BARBOSA",2009,5,19,"26","0","26"
"MIN. EROS GRAU",2009,5,19,"27","0","27"
"MIN. RICARDO LEWANDOWSKI",2009,5,19,"22","0","22"
"MIN. CÁRMEN LÚCIA",2009,5,19,"22","0","22"
"MIN. MENEZES DIREITO",2009,5,19,"23","0","23"
"TOTAL",2009,5,19,"220","0","220"
"MIN. CELSO DE MELLO",2009,7,20,"10","0","10"
"MIN. MARCO AURÉLIO",2009,7,20,"12","0","12"
"MIN. ELLEN GRACIE",2009,7,20,"7","0","7"
"MIN. CEZAR PELUSO",2009,7,20,"3","0","3"
"MIN. CARLOS BRITTO",2009,7,20,"11","0","11"
"MIN. JOAQUIM BARBOSA",2009,7,20,"10","0","10"
"MIN. EROS GRAU",2009,7,20,"10","0","10"
"MIN. RICARDO LEWANDOWSKI",2009,7,20,"10","0","10"
"MIN. CÁRMEN LÚCIA",2009,7,20,"11","0","11"
"MIN. MENEZES DIREITO",2009,7,20,"12","0","12"
"TOTAL",2009,7,20,"96","0","96"
"MIN. CELSO DE MELLO",2009,11,12,"5","0","5"
"MIN. MARCO AURÉLIO",2009,11,12,"9","0","9"
"MIN. ELLEN GRACIE",2009,11,12,"7","0","7"
"MIN. CEZAR PELUSO",2009,11,12,"8","0","8"
"MIN. CARLOS BRITTO",2009,11,12,"11","0","11"
"MIN. JOAQUIM BARBOSA",2009,11,12,"8","0","8"
"MIN. EROS GRAU",2009,11,12,"3","0","3"
"MIN. RICARDO LEWANDOWSKI",2009,11,12,"7","0","7"
"MIN. CÁRMEN LÚCIA",2009,11,12,"3","1","4"
"MIN. DIAS TOFFOLI",2009,11,12,"22","0","22"
"TOTAL",2009,11,12,"83","1","84"
"MIN. CELSO DE MELLO",2009,11,13,"5","0","5"
"MIN. MARCO AURÉLIO",2009,11,13,"4","1","5"
"MIN. ELLEN GRACIE",2009,11,13,"4","0","4"
"MIN. CEZAR PELUSO",2009,11,13,"7","0","7"
"MIN. CARLOS BRITTO",2009,11,13,"5","0","5"
"MIN. JOAQUIM BARBOSA",2009,11,13,"3","0","3"
"MIN. EROS GRAU",2009,11,13,"1","0","1"
"MIN. RICARDO LEWANDOWSKI",2009,11,13,"4","0","4"
"MIN. CÁRMEN LÚCIA",2009,11,13,"4","0","4"
"MIN. DIAS TOFFOLI",2009,11,13,"15","0","15"
"TOTAL",2009,11,13,"52","1","53"
"MIN. CELSO DE MELLO",2011,3,25,"20","0","20"
"MIN. MARCO AURÉLIO",2011,3,25,"31","1","32"
"MIN. ELLEN GRACIE",2011,3,25,"30","0","30"
"MIN. GILMAR MENDES",2011,3,25,"24","0","24"
"MIN. AYRES BRITTO",2011,3,25,"24","0","24"
"MIN. JOAQUIM BARBOSA",2011,3,25,"31","0","31"
"MIN. RICARDO LEWANDOWSKI",2011,3,25,"30","0","30"
"MIN. CÁRMEN LÚCIA",2011,3,25,"22","0","22"
"MIN. DIAS TOFFOLI",2011,3,25,"29","0","29"
"MIN. LUIZ FUX",2011,3,25,"58","0","58"
"TOTAL",2011,3,25,"299","1","300"
"MIN. CELSO DE MELLO",2010,8,30,"29","0","29"
"MIN. MARCO AURÉLIO",2010,8,30,"19","0","19"
"MIN. ELLEN GRACIE",2010,8,30,"27","0","27"
"MIN. GILMAR MENDES",2010,8,30,"19","0","19"
"MIN. AYRES BRITTO",2010,8,30,"30","0","30"
"MIN. JOAQUIM BARBOSA",2010,8,30,"26","0","26"
"MIN. RICARDO LEWANDOWSKI",2010,8,30,"22","0","22"
"MIN. CÁRMEN LÚCIA",2010,8,30,"16","0","16"
"MIN. DIAS TOFFOLI",2010,8,30,"20","0","20"
"TOTAL",2010,8,30,"208","0","208"
"MIN. CELSO DE MELLO",2010,8,31,"25","0","25"
"MIN. MARCO AURÉLIO",2010,8,31,"30","0","30"
"MIN. ELLEN GRACIE",2010,8,31,"27","0","27"
"MIN. GILMAR MENDES",2010,8,31,"28","0","28"
"MIN. AYRES BRITTO",2010,8,31,"26","0","26"
"MIN. JOAQUIM BARBOSA",2010,8,31,"32","0","32"
"MIN. RICARDO LEWANDOWSKI",2010,8,31,"24","0","24"
"MIN. CÁRMEN LÚCIA",2010,8,31,"28","0","28"
"MIN. DIAS TOFFOLI",2010,8,31,"31","0","31"
"TOTAL",2010,8,31,"251","0","251"
"MIN. CELSO DE MELLO",2010,2,18,"13","0","13"
"MIN. MARCO AURÉLIO",2010,2,18,"14","0","14"
"MIN. ELLEN GRACIE",2010,2,18,"15","0","15"
"MIN. CEZAR PELUSO",2010,2,18,"10","0","10"
"MIN. AYRES BRITTO",2010,2,18,"10","0","10"
"MIN. JOAQUIM BARBOSA",2010,2,18,"14","0","14"
"MIN. EROS GRAU",2010,2,18,"13","0","13"
"MIN. RICARDO LEWANDOWSKI",2010,2,18,"12","2","14"
"MIN. CÁRMEN LÚCIA",2010,2,18,"12","0","12"
"MIN. DIAS TOFFOLI",2010,2,18,"13","0","13"
"TOTAL",2010,2,18,"126","2","128"
"MIN. CELSO DE MELLO",2010,2,19,"12","0","12"
"MIN. MARCO AURÉLIO",2010,2,19,"12","0","12"
"MIN. ELLEN GRACIE",2010,2,19,"20","0","20"
"MIN. CEZAR PELUSO",2010,2,19,"13","0","13"
"MIN. AYRES BRITTO",2010,2,19,"15","0","15"
"MIN. JOAQUIM BARBOSA",2010,2,19,"10","0","10"
"MIN. EROS GRAU",2010,2,19,"11","0","11"
"MIN. RICARDO LEWANDOWSKI",2010,2,19,"13","0","13"
"MIN. CÁRMEN LÚCIA",2010,2,19,"11","0","11"
"MIN. DIAS TOFFOLI",2010,2,19,"18","0","18"
"TOTAL",2010,2,19,"135","0","135"
"MIN. CELSO DE MELLO",2011,6,24,"12","0","12"
"MIN. MARCO AURÉLIO",2011,6,24,"10","0","10"
"MIN. ELLEN GRACIE",2011,6,24,"3","0","3"
"MIN. GILMAR MENDES",2011,6,24,"5","0","5"
"MIN. AYRES BRITTO",2011,6,24,"14","0","14"
"MIN. JOAQUIM BARBOSA",2011,6,24,"10","0","10"
"MIN. RICARDO LEWANDOWSKI",2011,6,24,"14","0","14"
"MIN. CÁRMEN LÚCIA",2011,6,24,"10","0","10"
"MIN. DIAS TOFFOLI",2011,6,24,"7","0","7"
"MIN. LUIZ FUX",2011,6,24,"11","0","11"
"TOTAL",2011,6,24,"96","0","96"
"MIN. CELSO DE MELLO",2008,11,5,"23","0","23"
"MIN. MARCO AURÉLIO",2008,11,5,"20","0","20"
"MIN. ELLEN GRACIE",2008,11,5,"17","0","17"
"MIN. CEZAR PELUSO",2008,11,5,"19","0","19"
"MIN. CARLOS BRITTO",2008,11,5,"13","0","13"
"MIN. JOAQUIM BARBOSA",2008,11,5,"21","0","21"
"MIN. EROS GRAU",2008,11,5,"23","0","23"
"MIN. RICARDO LEWANDOWSKI",2008,11,5,"18","0","18"
"MIN. CÁRMEN LÚCIA",2008,11,5,"20","0","20"
"MIN. MENEZES DIREITO",2008,11,5,"23","0","23"
"TOTAL",2008,11,5,"197","0","197"
"MIN. CELSO DE MELLO",2008,11,6,"16","0","16"
"MIN. MARCO AURÉLIO",2008,11,6,"13","0","13"
"MIN. ELLEN GRACIE",2008,11,6,"12","0","12"
"MIN. CEZAR PELUSO",2008,11,6,"21","0","21"
"MIN. CARLOS BRITTO",2008,11,6,"17","0","17"
"MIN. JOAQUIM BARBOSA",2008,11,6,"17","0","17"
"MIN. EROS GRAU",2008,11,6,"11","0","11"
"MIN. RICARDO LEWANDOWSKI",2008,11,6,"18","0","18"
"MIN. CÁRMEN LÚCIA",2008,11,6,"12","0","12"
"MIN. MENEZES DIREITO",2008,11,6,"12","0","12"
"TOTAL",2008,11,6,"149","0","149"
"MIN. CELSO DE MELLO",2009,1,21,"8","0","8"
"MIN. MARCO AURÉLIO",2009,1,21,"9","0","9"
"MIN. ELLEN GRACIE",2009,1,21,"9","0","9"
"MIN. CEZAR PELUSO",2009,1,21,"6","0","6"
"MIN. CARLOS BRITTO",2009,1,21,"9","0","9"
"MIN. JOAQUIM BARBOSA",2009,1,21,"10","0","10"
"MIN. EROS GRAU",2009,1,21,"8","0","8"
"MIN. RICARDO LEWANDOWSKI",2009,1,21,"7","0","7"
"MIN. CÁRMEN LÚCIA",2009,1,21,"12","0","12"
"MIN. MENEZES DIREITO",2009,1,21,"7","0","7"
"TOTAL",2009,1,21,"85","0","85"
"MIN. CELSO DE MELLO",2011,9,22,"16","0","16"
"MIN. MARCO AURÉLIO",2011,9,22,"16","0","16"
"MIN. GILMAR MENDES",2011,9,22,"16","0","16"
"MIN. AYRES BRITTO",2011,9,22,"8","0","8"
"MIN. JOAQUIM BARBOSA",2011,9,22,"10","3","13"
"MIN. RICARDO LEWANDOWSKI",2011,9,22,"17","1","18"
"MIN. CÁRMEN LÚCIA",2011,9,22,"18","0","18"
"MIN. DIAS TOFFOLI",2011,9,22,"12","1","13"
"MIN. LUIZ FUX",2011,9,22,"13","0","13"
"TOTAL",2011,9,22,"126","5","131"
"MIN. CELSO DE MELLO",2011,9,23,"12","0","12"
"MIN. MARCO AURÉLIO",2011,9,23,"12","0","12"
"MIN. GILMAR MENDES",2011,9,23,"16","0","16"
"MIN. AYRES BRITTO",2011,9,23,"15","0","15"
"MIN. JOAQUIM BARBOSA",2011,9,23,"12","0","12"
"MIN. RICARDO LEWANDOWSKI",2011,9,23,"7","0","7"
"MIN. CÁRMEN LÚCIA",2011,9,23,"16","0","16"
"MIN. DIAS TOFFOLI",2011,9,23,"18","0","18"
"MIN. LUIZ FUX",2011,9,23,"14","0","14"
"TOTAL",2011,9,23,"122","0","122"
"MIN. CELSO DE MELLO",2009,7,21,"11","0","11"
"MIN. MARCO AURÉLIO",2009,7,21,"10","0","10"
"MIN. ELLEN GRACIE",2009,7,21,"8","0","8"
"MIN. CEZAR PELUSO",2009,7,21,"8","0","8"
"MIN. CARLOS BRITTO",2009,7,21,"10","0","10"
"MIN. JOAQUIM BARBOSA",2009,7,21,"11","0","11"
"MIN. EROS GRAU",2009,7,21,"8","0","8"
"MIN. RICARDO LEWANDOWSKI",2009,7,21,"11","0","11"
"MIN. CÁRMEN LÚCIA",2009,7,21,"7","0","7"
"MIN. MENEZES DIREITO",2009,7,21,"14","0","14"
"TOTAL",2009,7,21,"98","0","98"
"MIN. CELSO DE MELLO",2009,7,22,"23","0","23"
"MIN. MARCO AURÉLIO",2009,7,22,"23","1","24"
"MIN. ELLEN GRACIE",2009,7,22,"17","0","17"
"MIN. CEZAR PELUSO",2009,7,22,"20","0","20"
"MIN. CARLOS BRITTO",2009,7,22,"26","0","26"
"MIN. JOAQUIM BARBOSA",2009,7,22,"18","0","18"
"MIN. EROS GRAU",2009,7,22,"24","0","24"
"MIN. RICARDO LEWANDOWSKI",2009,7,22,"19","0","19"
"MIN. CÁRMEN LÚCIA",2009,7,22,"26","0","26"
"MIN. MENEZES DIREITO",2009,7,22,"27","0","27"
"TOTAL",2009,7,22,"223","1","224"
"MIN. CELSO DE MELLO",2009,7,23,"16","0","16"
"MIN. MARCO AURÉLIO",2009,7,23,"13","0","13"
"MIN. ELLEN GRACIE",2009,7,23,"8","0","8"
"MIN. CEZAR PELUSO",2009,7,23,"10","0","10"
"MIN. CARLOS BRITTO",2009,7,23,"10","0","10"
"MIN. JOAQUIM BARBOSA",2009,7,23,"13","0","13"
"MIN. EROS GRAU",2009,7,23,"17","0","17"
"MIN. RICARDO LEWANDOWSKI",2009,7,23,"15","0","15"
"MIN. CÁRMEN LÚCIA",2009,7,23,"14","0","14"
"MIN. MENEZES DIREITO",2009,7,23,"16","0","16"
"TOTAL",2009,7,23,"132","0","132"
"MIN. CELSO DE MELLO",2009,11,16,"3","0","3"
"MIN. MARCO AURÉLIO",2009,11,16,"2","0","2"
"MIN. ELLEN GRACIE",2009,11,16,"2","0","2"
"MIN. CEZAR PELUSO",2009,11,16,"7","0","7"
"MIN. CARLOS BRITTO",2009,11,16,"5","0","5"
"MIN. JOAQUIM BARBOSA",2009,11,16,"2","0","2"
"MIN. EROS GRAU",2009,11,16,"2","0","2"
"MIN. RICARDO LEWANDOWSKI",2009,11,16,"2","0","2"
"MIN. CÁRMEN LÚCIA",2009,11,16,"3","1","4"
"MIN. DIAS TOFFOLI",2009,11,16,"12","0","12"
"TOTAL",2009,11,16,"40","1","41"
"MIN. CELSO DE MELLO",2009,11,17,"11","0","11"
"MIN. MARCO AURÉLIO",2009,11,17,"7","0","7"
"MIN. ELLEN GRACIE",2009,11,17,"6","0","6"
"MIN. CEZAR PELUSO",2009,11,17,"10","0","10"
"MIN. CARLOS BRITTO",2009,11,17,"11","0","11"
"MIN. JOAQUIM BARBOSA",2009,11,17,"5","0","5"
"MIN. EROS GRAU",2009,11,17,"9","0","9"
"MIN. RICARDO LEWANDOWSKI",2009,11,17,"9","0","9"
"MIN. CÁRMEN LÚCIA",2009,11,17,"11","0","11"
"MIN. DIAS TOFFOLI",2009,11,17,"22","0","22"
"TOTAL",2009,11,17,"101","0","101"
"MIN. CELSO DE MELLO",2011,3,28,"16","0","16"
"MIN. MARCO AURÉLIO",2011,3,28,"22","0","22"
"MIN. ELLEN GRACIE",2011,3,28,"17","0","17"
"MIN. GILMAR MENDES",2011,3,28,"12","0","12"
"MIN. AYRES BRITTO",2011,3,28,"15","0","15"
"MIN. JOAQUIM BARBOSA",2011,3,28,"23","0","23"
"MIN. RICARDO LEWANDOWSKI",2011,3,28,"23","0","23"
"MIN. CÁRMEN LÚCIA",2011,3,28,"18","0","18"
"MIN. DIAS TOFFOLI",2011,3,28,"9","0","9"
"MIN. LUIZ FUX",2011,3,28,"35","0","35"
"TOTAL",2011,3,28,"190","0","190"
"MIN. CELSO DE MELLO",2010,9,1,"28","0","28"
"MIN. MARCO AURÉLIO",2010,9,1,"28","0","28"
"MIN. ELLEN GRACIE",2010,9,1,"26","0","26"
"MIN. GILMAR MENDES",2010,9,1,"17","0","17"
"MIN. AYRES BRITTO",2010,9,1,"27","0","27"
"MIN. JOAQUIM BARBOSA",2010,9,1,"0","0","0"
"MIN. RICARDO LEWANDOWSKI",2010,9,1,"19","1","20"
"MIN. CÁRMEN LÚCIA",2010,9,1,"23","0","23"
"MIN. DIAS TOFFOLI",2010,9,1,"20","1","21"
"TOTAL",2010,9,1,"188","2","190"
"MIN. CELSO DE MELLO",2010,9,2,"25","1","26"
"MIN. MARCO AURÉLIO",2010,9,2,"32","0","32"
"MIN. ELLEN GRACIE",2010,9,2,"26","0","26"
"MIN. GILMAR MENDES",2010,9,2,"17","0","17"
"MIN. AYRES BRITTO",2010,9,2,"23","0","23"
"MIN. JOAQUIM BARBOSA",2010,9,2,"2","0","2"
"MIN. RICARDO LEWANDOWSKI",2010,9,2,"20","0","20"
"MIN. CÁRMEN LÚCIA",2010,9,2,"30","0","30"
"MIN. DIAS TOFFOLI",2010,9,2,"27","0","27"
"TOTAL",2010,9,2,"202","1","203"
"MIN. CELSO DE MELLO",2010,2,22,"13","1","14"
"MIN. MARCO AURÉLIO",2010,2,22,"12","0","12"
"MIN. ELLEN GRACIE",2010,2,22,"7","1","8"
"MIN. CEZAR PELUSO",2010,2,22,"10","0","10"
"MIN. AYRES BRITTO",2010,2,22,"15","0","15"
"MIN. JOAQUIM BARBOSA",2010,2,22,"9","2","11"
"MIN. EROS GRAU",2010,2,22,"11","0","11"
"MIN. RICARDO LEWANDOWSKI",2010,2,22,"9","0","9"
"MIN. CÁRMEN LÚCIA",2010,2,22,"13","1","14"
"MIN. DIAS TOFFOLI",2010,2,22,"10","0","10"
"TOTAL",2010,2,22,"109","5","114"
"MIN. CELSO DE MELLO",2010,2,23,"8","0","8"
"MIN. MARCO AURÉLIO",2010,2,23,"9","0","9"
"MIN. ELLEN GRACIE",2010,2,23,"13","0","13"
"MIN. CEZAR PELUSO",2010,2,23,"7","0","7"
"MIN. AYRES BRITTO",2010,2,23,"9","0","9"
"MIN. JOAQUIM BARBOSA",2010,2,23,"4","1","5"
"MIN. EROS GRAU",2010,2,23,"7","0","7"
"MIN. RICARDO LEWANDOWSKI",2010,2,23,"10","0","10"
"MIN. CÁRMEN LÚCIA",2010,2,23,"6","0","6"
"MIN. DIAS TOFFOLI",2010,2,23,"15","0","15"
"TOTAL",2010,2,23,"88","1","89"
"MIN. CELSO DE MELLO",2008,11,7,"24","0","24"
"MIN. MARCO AURÉLIO",2008,11,7,"22","0","22"
"MIN. ELLEN GRACIE",2008,11,7,"23","0","23"
"MIN. CEZAR PELUSO",2008,11,7,"21","0","21"
"MIN. CARLOS BRITTO",2008,11,7,"22","0","22"
"MIN. JOAQUIM BARBOSA",2008,11,7,"23","0","23"
"MIN. EROS GRAU",2008,11,7,"28","0","28"
"MIN. RICARDO LEWANDOWSKI",2008,11,7,"23","0","23"
"MIN. CÁRMEN LÚCIA",2008,11,7,"23","0","23"
"MIN. MENEZES DIREITO",2008,11,7,"23","0","23"
"TOTAL",2008,11,7,"232","0","232"
"MIN. CELSO DE MELLO",2010,2,24,"10","0","10"
"MIN. MARCO AURÉLIO",2010,2,24,"11","0","11"
"MIN. ELLEN GRACIE",2010,2,24,"12","0","12"
"MIN. CEZAR PELUSO",2010,2,24,"7","0","7"
"MIN. AYRES BRITTO",2010,2,24,"18","0","18"
"MIN. JOAQUIM BARBOSA",2010,2,24,"13","0","13"
"MIN. EROS GRAU",2010,2,24,"16","0","16"
"MIN. RICARDO LEWANDOWSKI",2010,2,24,"12","0","12"
"MIN. CÁRMEN LÚCIA",2010,2,24,"12","0","12"
"MIN. DIAS TOFFOLI",2010,2,24,"14","0","14"
"TOTAL",2010,2,24,"125","0","125"
"MIN. CELSO DE MELLO",2011,3,29,"34","0","34"
"MIN. MARCO AURÉLIO",2011,3,29,"33","1","34"
"MIN. ELLEN GRACIE",2011,3,29,"30","1","31"
"MIN. GILMAR MENDES",2011,3,29,"27","0","27"
"MIN. AYRES BRITTO",2011,3,29,"29","0","29"
"MIN. JOAQUIM BARBOSA",2011,3,29,"37","0","37"
"MIN. RICARDO LEWANDOWSKI",2011,3,29,"23","0","23"
"MIN. CÁRMEN LÚCIA",2011,3,29,"32","0","32"
"MIN. DIAS TOFFOLI",2011,3,29,"37","0","37"
"MIN. LUIZ FUX",2011,3,29,"68","2","70"
"TOTAL",2011,3,29,"350","4","354"
"MIN. CELSO DE MELLO",2010,2,25,"16","1","17"
"MIN. MARCO AURÉLIO",2010,2,25,"10","1","11"
"MIN. ELLEN GRACIE",2010,2,25,"6","2","8"
"MIN. CEZAR PELUSO",2010,2,25,"9","0","9"
"MIN. AYRES BRITTO",2010,2,25,"6","1","7"
"MIN. JOAQUIM BARBOSA",2010,2,25,"13","1","14"
"MIN. EROS GRAU",2010,2,25,"11","0","11"
"MIN. RICARDO LEWANDOWSKI",2010,2,25,"8","1","9"
"MIN. CÁRMEN LÚCIA",2010,2,25,"12","1","13"
"MIN. DIAS TOFFOLI",2010,2,25,"11","1","12"
"TOTAL",2010,2,25,"102","9","111"
"MIN. CELSO DE MELLO",2008,11,10,"26","0","26"
"MIN. MARCO AURÉLIO",2008,11,10,"23","0","23"
"MIN. ELLEN GRACIE",2008,11,10,"15","0","15"
"MIN. CEZAR PELUSO",2008,11,10,"18","0","18"
"MIN. CARLOS BRITTO",2008,11,10,"14","0","14"
"MIN. JOAQUIM BARBOSA",2008,11,10,"24","0","24"
"MIN. EROS GRAU",2008,11,10,"22","0","22"
"MIN. RICARDO LEWANDOWSKI",2008,11,10,"31","0","31"
"MIN. CÁRMEN LÚCIA",2008,11,10,"26","0","26"
"MIN. MENEZES DIREITO",2008,11,10,"27","0","27"
"TOTAL",2008,11,10,"226","0","226"
"MIN. CELSO DE MELLO",2009,1,22,"7","0","7"
"MIN. MARCO AURÉLIO",2009,1,22,"6","0","6"
"MIN. ELLEN GRACIE",2009,1,22,"9","0","9"
"MIN. CEZAR PELUSO",2009,1,22,"11","0","11"
"MIN. CARLOS BRITTO",2009,1,22,"10","0","10"
"MIN. JOAQUIM BARBOSA",2009,1,22,"11","0","11"
"MIN. EROS GRAU",2009,1,22,"12","0","12"
"MIN. RICARDO LEWANDOWSKI",2009,1,22,"9","0","9"
"MIN. CÁRMEN LÚCIA",2009,1,22,"11","0","11"
"MIN. MENEZES DIREITO",2009,1,22,"9","0","9"
"TOTAL",2009,1,22,"95","0","95"
"MIN. CELSO DE MELLO",2009,1,23,"15","0","15"
"MIN. MARCO AURÉLIO",2009,1,23,"12","0","12"
"MIN. ELLEN GRACIE",2009,1,23,"12","0","12"
"MIN. CEZAR PELUSO",2009,1,23,"1","0","1"
"MIN. CARLOS BRITTO",2009,1,23,"8","0","8"
"MIN. JOAQUIM BARBOSA",2009,1,23,"10","0","10"
"MIN. EROS GRAU",2009,1,23,"9","0","9"
"MIN. RICARDO LEWANDOWSKI",2009,1,23,"15","0","15"
"MIN. CÁRMEN LÚCIA",2009,1,23,"11","0","11"
"MIN. MENEZES DIREITO",2009,1,23,"12","0","12"
"TOTAL",2009,1,23,"105","0","105"
"MIN. CELSO DE MELLO",2011,9,26,"14","0","14"
"MIN. MARCO AURÉLIO",2011,9,26,"18","0","18"
"MIN. GILMAR MENDES",2011,9,26,"11","0","11"
"MIN. AYRES BRITTO",2011,9,26,"9","0","9"
"MIN. JOAQUIM BARBOSA",2011,9,26,"15","0","15"
"MIN. RICARDO LEWANDOWSKI",2011,9,26,"5","0","5"
"MIN. CÁRMEN LÚCIA",2011,9,26,"15","0","15"
"MIN. DIAS TOFFOLI",2011,9,26,"14","0","14"
"MIN. LUIZ FUX",2011,9,26,"16","0","16"
"TOTAL",2011,9,26,"117","0","117"
"MIN. CELSO DE MELLO",2009,7,24,"19","0","19"
"MIN. MARCO AURÉLIO",2009,7,24,"16","0","16"
"MIN. ELLEN GRACIE",2009,7,24,"13","0","13"
"MIN. CEZAR PELUSO",2009,7,24,"12","0","12"
"MIN. CARLOS BRITTO",2009,7,24,"15","0","15"
"MIN. JOAQUIM BARBOSA",2009,7,24,"17","0","17"
"MIN. EROS GRAU",2009,7,24,"12","0","12"
"MIN. RICARDO LEWANDOWSKI",2009,7,24,"17","0","17"
"MIN. CÁRMEN LÚCIA",2009,7,24,"18","0","18"
"MIN. MENEZES DIREITO",2009,7,24,"17","0","17"
"TOTAL",2009,7,24,"156","0","156"
"MIN. CELSO DE MELLO",2009,11,18,"15","0","15"
"MIN. MARCO AURÉLIO",2009,11,18,"13","0","13"
"MIN. ELLEN GRACIE",2009,11,18,"11","0","11"
"MIN. CEZAR PELUSO",2009,11,18,"11","0","11"
"MIN. CARLOS BRITTO",2009,11,18,"14","0","14"
"MIN. JOAQUIM BARBOSA",2009,11,18,"15","0","15"
"MIN. EROS GRAU",2009,11,18,"7","0","7"
"MIN. RICARDO LEWANDOWSKI",2009,11,18,"9","0","9"
"MIN. CÁRMEN LÚCIA",2009,11,18,"13","0","13"
"MIN. DIAS TOFFOLI",2009,11,18,"26","1","27"
"TOTAL",2009,11,18,"134","1","135"
"MIN. CELSO DE MELLO",2009,11,19,"8","0","8"
"MIN. MARCO AURÉLIO",2009,11,19,"10","0","10"
"MIN. ELLEN GRACIE",2009,11,19,"9","0","9"
"MIN. CEZAR PELUSO",2009,11,19,"9","0","9"
"MIN. CARLOS BRITTO",2009,11,19,"11","1","12"
"MIN. JOAQUIM BARBOSA",2009,11,19,"13","0","13"
"MIN. EROS GRAU",2009,11,19,"11","0","11"
"MIN. RICARDO LEWANDOWSKI",2009,11,19,"10","0","10"
"MIN. CÁRMEN LÚCIA",2009,11,19,"14","0","14"
"MIN. DIAS TOFFOLI",2009,11,19,"23","1","24"
"TOTAL",2009,11,19,"118","2","120"
"MIN. CELSO DE MELLO",2011,3,30,"28","0","28"
"MIN. MARCO AURÉLIO",2011,3,30,"27","0","27"
"MIN. ELLEN GRACIE",2011,3,30,"15","0","15"
"MIN. GILMAR MENDES",2011,3,30,"17","0","17"
"MIN. AYRES BRITTO",2011,3,30,"17","0","17"
"MIN. JOAQUIM BARBOSA",2011,3,30,"25","0","25"
"MIN. RICARDO LEWANDOWSKI",2011,3,30,"13","0","13"
"MIN. CÁRMEN LÚCIA",2011,3,30,"19","0","19"
"MIN. DIAS TOFFOLI",2011,3,30,"21","0","21"
"MIN. LUIZ FUX",2011,3,30,"43","0","43"
"TOTAL",2011,3,30,"225","0","225"
"MIN. CELSO DE MELLO",2011,3,31,"20","0","20"
"MIN. MARCO AURÉLIO",2011,3,31,"24","0","24"
"MIN. ELLEN GRACIE",2011,3,31,"37","0","37"
"MIN. GILMAR MENDES",2011,3,31,"13","0","13"
"MIN. AYRES BRITTO",2011,3,31,"11","1","12"
"MIN. JOAQUIM BARBOSA",2011,3,31,"21","0","21"
"MIN. RICARDO LEWANDOWSKI",2011,3,31,"21","0","21"
"MIN. CÁRMEN LÚCIA",2011,3,31,"30","0","30"
"MIN. DIAS TOFFOLI",2011,3,31,"27","1","28"
"MIN. LUIZ FUX",2011,3,31,"40","0","40"
"TOTAL",2011,3,31,"244","2","246"
"MIN. CELSO DE MELLO",2010,9,3,"18","0","18"
"MIN. MARCO AURÉLIO",2010,9,3,"29","0","29"
"MIN. ELLEN GRACIE",2010,9,3,"30","0","30"
"MIN. GILMAR MENDES",2010,9,3,"19","0","19"
"MIN. AYRES BRITTO",2010,9,3,"33","0","33"
"MIN. JOAQUIM BARBOSA",2010,9,3,"2","0","2"
"MIN. RICARDO LEWANDOWSKI",2010,9,3,"29","0","29"
"MIN. CÁRMEN LÚCIA",2010,9,3,"28","0","28"
"MIN. DIAS TOFFOLI",2010,9,3,"24","0","24"
"TOTAL",2010,9,3,"212","0","212"
"MIN. CELSO DE MELLO",2010,2,26,"7","1","8"
"MIN. MARCO AURÉLIO",2010,2,26,"8","1","9"
"MIN. ELLEN GRACIE",2010,2,26,"10","0","10"
"MIN. CEZAR PELUSO",2010,2,26,"7","0","7"
"MIN. AYRES BRITTO",2010,2,26,"9","0","9"
"MIN. JOAQUIM BARBOSA",2010,2,26,"7","0","7"
